yourlist:M2014110413E2QBPDYQ	Entry	Entry name	Protein names
29066	Q8IWR0	Z3H7A_HUMAN	Zinc finger CCCH domain-containing protein 7A
84947	Q96JX3	SRAC1_HUMAN	Protein SERAC1 (Serine active site-containing protein 1)
311	P50995	ANX11_HUMAN	Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)
311	Q5T0G8	Q5T0G8_HUMAN	Annexin
11155	O75112	LDB3_HUMAN	LIM domain-binding protein 3 (Protein cypher) (Z-band alternatively spliced PDZ-motif protein)
11155	V5T7C5	V5T7C5_HUMAN	LIM domain binding 3 transcript variant 8
54537	Q86V20	FA35A_HUMAN	Protein FAM35A
84293	Q9BRX8	F213A_HUMAN	Redox-regulatory protein FAM213A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM)
7755	I0J0A3	I0J0A3_HUMAN	Transcriptional repressor RhitH
7755	O95201	ZN205_HUMAN	Zinc finger protein 205 (Zinc finger protein 210)
79903	Q9H7X0	NAA60_HUMAN	N-alpha-acetyltransferase 60 (EC 2.3.1.48) (EC 2.3.1.88) (Histone acetyltransferase type B protein 4) (HAT4) (N-acetyltransferase 15) (NatF catalytic subunit)
6125	A2RUM7	A2RUM7_HUMAN	Ribosomal protein L5 (Ribosomal protein L5, isoform CRA_c) (cDNA, FLJ95579, Homo sapiens ribosomal protein L5 (RPL5), mRNA)
6125	P46777	RL5_HUMAN	60S ribosomal protein L5
57489	Q9ULJ1	ODF2L_HUMAN	Outer dense fiber protein 2-like
5737	P43088	PF2R_HUMAN	Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor)
54482	Q9NUP7	TRM13_HUMAN	tRNA:m(4)X modification enzyme TRM13 homolog (EC 2.1.1.225) (Coiled-coil domain-containing protein 76)
127495	Q96DD0	LRC39_HUMAN	Leucine-rich repeat-containing protein 39 (Densin hlg)
25950	D3DT49	D3DT49_HUMAN	RWD domain containing 3, isoform CRA_a
25950	Q9Y3V2	RWDD3_HUMAN	RWD domain-containing protein 3 (RWD domain-containing sumoylation enhancer) (RSUME)
84146	A7E234	A7E234_HUMAN	ZNF644 protein
84146	Q9H582	ZN644_HUMAN	Zinc finger protein 644 (Zinc finger motif enhancer-binding protein 2) (Zep-2)
343099	E9PFB9	E9PFB9_HUMAN	Coiled-coil domain-containing protein 18
343099	Q5T9S5	CCD18_HUMAN	Coiled-coil domain-containing protein 18 (Sarcoma antigen NY-SAR-24)
343099	Q6PH87	Q6PH87_HUMAN	CCDC18 protein (Fragment)
79871	Q8IXW5	RPAP2_HUMAN	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2)
80148	Q8N2U9	PQLC1_HUMAN	PQ-loop repeat-containing protein 1
27241	Q3SYG4	PTHB1_HUMAN	Protein PTHB1 (Bardet-Biedl syndrome 9 protein) (Parathyroid hormone-responsive B1 gene protein)
5395	P54278	PMS2_HUMAN	Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2)
83637	E7EWM3	E7EWM3_HUMAN	Zinc finger MIZ domain-containing protein 2
83637	Q8NF64	ZMIZ2_HUMAN	Zinc finger MIZ domain-containing protein 2 (PIAS-like protein Zimp7)
989	A8K3D0	A8K3D0_HUMAN	cDNA FLJ75185
989	B4DNE4	B4DNE4_HUMAN	cDNA FLJ52574, highly similar to Septin-7
989	Q16181	SEPT7_HUMAN	Septin-7 (CDC10 protein homolog)
80820	Q7L9B9	EEPD1_HUMAN	Endonuclease/exonuclease/phosphatase family domain-containing protein 1
55975	A8K364	A8K364_HUMAN	cDNA FLJ77412
55975	Q8IXQ5	KLHL7_HUMAN	Kelch-like protein 7
64224	Q9BSE4	HERP2_HUMAN	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein
11335	A4D177	A4D177_HUMAN	Chromobox homolog 3 (HP1 gamma homolog, Drosophila) (Chromobox homolog 3 (HP1 gamma homolog, Drosophila), isoform CRA_a) (Coiled-coil domain containing 32, isoform CRA_c)
11335	B8ZZ43	B8ZZ43_HUMAN	Chromobox homolog 3 (HP1 gamma homolog, Drosophila), isoform CRA_b (Chromobox protein homolog 3)
11335	Q13185	CBX3_HUMAN	Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein)
3181	P22626	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)
644150	A6NGB9	WIPF3_HUMAN	WAS/WASL-interacting protein family member 3 (Corticosteroids and regional expression protein 16 homolog)
84668	B8ZZJ1	B8ZZJ1_HUMAN	Uncharacterized protein
84668	Q9BYI3	HYCCI_HUMAN	Hyccin (Down-regulated by CTNNB1 protein A) (Protein FAM126A)
3204	P31268	HXA7_HUMAN	Homeobox protein Hox-A7 (Homeobox protein Hox 1.1) (Homeobox protein Hox-1A)
3624	A4D1W7	A4D1W7_HUMAN	Inhibin, beta A (Activin A, activin AB alpha polypeptide) (Inhibin, beta A (Activin A, activin AB alpha polypeptide), isoform CRA_a) (cDNA FLJ75379, highly similar to Homo sapiens inhibin, beta A (activin A, activin AB alpha polypeptide), mRNA)
3624	P08476	INHBA_HUMAN	Inhibin beta A chain (Activin beta-A chain) (Erythroid differentiation protein) (EDF)
11328	A7YQ73	A7YQ73_HUMAN	FKBP9 protein (Fragment)
11328	O95302	FKBP9_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP9 (PPIase FKBP9) (EC 5.2.1.8) (63 kDa FK506-binding protein) (63 kDa FKBP) (FKBP-63) (FK506-binding protein 9) (FKBP-9) (Rotamase)
51251	Q9H0P0	5NT3A_HUMAN	Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36)
10124	P40617	ARL4A_HUMAN	ADP-ribosylation factor-like protein 4A
51622,221960	P86790	CCZ1B_HUMAN	Vacuolar fusion protein CCZ1 homolog B (Vacuolar fusion protein CCZ1 homolog-like)
51622,221960	P86791	CCZ1_HUMAN	Vacuolar fusion protein CCZ1 homolog
27434	Q9NP87	DPOLM_HUMAN	DNA-directed DNA/RNA polymerase mu (Pol Mu) (EC 2.7.7.7) (Terminal transferase)
10268	A4D2L1	A4D2L1_HUMAN	Receptor (Calcitonin) activity modifying protein 3 (Receptor (Calcitonin) activity modifying protein 3, isoform CRA_a) (cDNA, FLJ92137, Homo sapiens receptor (calcitonin) activity modifying protein 3(RAMP3), mRNA)
10268	O60896	RAMP3_HUMAN	Receptor activity-modifying protein 3 (Calcitonin-receptor-like receptor activity-modifying protein 3) (CRLR activity-modifying protein 3)
29960	Q9UI43	MRM2_HUMAN	rRNA methyltransferase 2, mitochondrial (EC 2.1.1.-) (16S rRNA (uridine(1369)-2'-O)-methyltransferase) (16S rRNA [Um1369] 2'-O-methyltransferase) (Protein ftsJ homolog 2)
29960	V9HWJ9	V9HWJ9_HUMAN	Epididymis luminal protein 97 (HCG17134, isoform CRA_b)
7291	Q15672	TWST1_HUMAN	Twist-related protein 1 (Class A basic helix-loop-helix protein 38) (bHLHa38) (H-twist)
55234	A0MNN4	A0MNN4_HUMAN	CDW3/SMU1 (Smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans), isoform CRA_a)
55234	Q2TAY7	SMU1_HUMAN	WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]
152007	Q5VZR0	Q5VZR0_HUMAN	Golgi-associated plant pathogenesis-related protein 1
152007	Q9H4G4	GAPR1_HUMAN	Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)
92014	Q9H1U9	S2551_HUMAN	Solute carrier family 25 member 51 (Mitochondrial carrier triple repeat protein 1)
1211	P09496	CLCA_HUMAN	Clathrin light chain A (Lca)
8434	A8K9D8	A8K9D8_HUMAN	cDNA FLJ78129, highly similar to Homo sapiens reversion-inducing-cysteine-rich protein with kazal motifs (RECK), mRNA
8434	O95980	RECK_HUMAN	Reversion-inducing cysteine-rich protein with Kazal motifs (hRECK) (Suppressor of tumorigenicity 15 protein)
48	P21399	ACOC_HUMAN	Cytoplasmic aconitate hydratase (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase) (Ferritin repressor protein) (Iron regulatory protein 1) (IRP1) (Iron-responsive element-binding protein 1) (IRE-BP 1)
48	Q9HBB2	Q9HBB2_HUMAN	Iron regulatory protein 1
48	V9HWB7	V9HWB7_HUMAN	Epididymis luminal protein 60
79269	Q5QP82	DCA10_HUMAN	DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32)
1271	P26992	CNTFR_HUMAN	Ciliary neurotrophic factor receptor subunit alpha (CNTF receptor subunit alpha) (CNTFR-alpha)
57670	Q9HCM3	K1549_HUMAN	UPF0606 protein KIAA1549
8805	O15164	TIF1A_HUMAN	Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (Tripartite motif-containing protein 24)
78996	Q9BWK5	MRI_HUMAN	Modulator of retrovirus infection homolog
800	Q05682	CALD1_HUMAN	Caldesmon (CDM)
170685	Q8NFP7	NUD10_HUMAN	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha (DIPP-3-alpha) (DIPP3-alpha) (hDIPP3alpha) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 3-alpha) (Diadenosine hexaphosphate hydrolase (AMP-forming)) (EC 3.6.1.60) (Nucleoside diphosphate-linked moiety X motif 10) (Nudix motif 10) (hAps2)
5328	P00749	UROK_HUMAN	Urokinase-type plasminogen activator (U-plasminogen activator) (uPA) (EC 3.4.21.73) [Cleaved into: Urokinase-type plasminogen activator long chain A; Urokinase-type plasminogen activator short chain A; Urokinase-type plasminogen activator chain B]
5328	Q59GZ8	Q59GZ8_HUMAN	Urokinase plasminogen activator preproprotein variant (Fragment)
5552	P10124	SRGN_HUMAN	Serglycin (Hematopoietic proteoglycan core protein) (Platelet proteoglycan core protein) (P.PG) (Secretory granule proteoglycan core protein)
9469	Q7LGC8	CHST3_HUMAN	Carbohydrate sulfotransferase 3 (EC 2.8.2.17) (Chondroitin 6-O-sulfotransferase 1) (C6ST-1) (Chondroitin 6-sulfotransferase) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 0) (GST-0)
80114	Q9H694	BICC1_HUMAN	Protein bicaudal C homolog 1 (Bic-C)
55847	Q9NZ45	CISD1_HUMAN	CDGSH iron-sulfur domain-containing protein 1 (MitoNEET)
1959	P11161	EGR2_HUMAN	E3 SUMO-protein ligase EGR2 (EC 6.3.2.-) (AT591) (Early growth response protein 2) (EGR-2) (Zinc finger protein Krox-20)
11319	O95905	SGT1_HUMAN	Protein SGT1 (hSGT1) (Protein ecdysoneless homolog) (Suppressor of GCR2)
5033	P13674	P4HA1_HUMAN	Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)
5033	Q5VSQ6	Q5VSQ6_HUMAN	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha polypeptide I variant (Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha polypeptide I, isoform CRA_a) (Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha polypeptide I, isoform CRA_b) (Fragment)
8034	B4DPV4	B4DPV4_HUMAN	cDNA FLJ60777, highly similar to Grave disease carrier protein
8034	P16260	GDC_HUMAN	Graves disease carrier protein (GDC) (Graves disease autoantigen) (GDA) (Mitochondrial solute carrier protein homolog) (Solute carrier family 25 member 16)
11130	O95229	ZWINT_HUMAN	ZW10 interactor (ZW10-interacting protein 1) (Zwint-1)
9559	O75436	VP26A_HUMAN	Vacuolar protein sorting-associated protein 26A (Vesicle protein sorting 26A) (hVPS26)
9904	Q9Y4C8	RBM19_HUMAN	Probable RNA-binding protein 19 (RNA-binding motif protein 19)
11113	O14578	CTRO_HUMAN	Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)
28981	Q8WYA0	IFT81_HUMAN	Intraflagellar transport protein 81 homolog (Carnitine deficiency-associated protein expressed in ventricle 1) (CDV-1)
35	E5KSD5	E5KSD5_HUMAN	Acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain (Mitochondrial short-chain specific acyl-CoA dehydrogenase)
35	P16219	ACADS_HUMAN	Short-chain specific acyl-CoA dehydrogenase, mitochondrial (SCAD) (EC 1.3.8.1) (Butyryl-CoA dehydrogenase)
84329	Q96D96	HVCN1_HUMAN	Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1) (HV1) (Voltage sensor domain-only protein)
79039	Q8TDD1	DDX54_HUMAN	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54)
23389	Q71F56	MD13L_HUMAN	Mediator of RNA polymerase II transcription subunit 13-like (Mediator complex subunit 13-like) (Thyroid hormone receptor-associated protein 2) (Thyroid hormone receptor-associated protein complex 240 kDa component-like)
1031	P42773	CDN2C_HUMAN	Cyclin-dependent kinase 4 inhibitor C (Cyclin-dependent kinase 6 inhibitor) (p18-INK4c) (p18-INK6)
1031	Q6ICV4	Q6ICV4_HUMAN	CDKN2C protein (Cyclin-dependent kinase inhibitor 2C (P18, inhibits CDK4), isoform CRA_a) (cDNA FLJ33851 fis, clone CTONG2005635, highly similar to CYCLIN-DEPENDENT KINASE 6 INHIBITOR) (Fragment)
26994	Q9Y3C5	RNF11_HUMAN	RING finger protein 11
11228	A8K8G8	A8K8G8_HUMAN	cDNA FLJ75219
11228	Q8NHQ8	RASF8_HUMAN	Ras association domain-containing protein 8 (Carcinoma-associated protein HOJ-1)
79365	Q8TAT1	Q8TAT1_HUMAN	Basic helix-loop-helix family, member e41 (Basic helix-loop-helix protein 3 isoform 1)
79365	Q9C0J9	BHE41_HUMAN	Class E basic helix-loop-helix protein 41 (bHLHe41) (Class B basic helix-loop-helix protein 3) (bHLHb3) (Differentially expressed in chondrocytes protein 2) (hDEC2) (Enhancer-of-split and hairy-related protein 1) (SHARP-1)
8082	Q14714	SSPN_HUMAN	Sarcospan (K-ras oncogene-associated protein) (Kirsten-ras-associated protein)
3709	Q14571	ITPR2_HUMAN	Inositol 1,4,5-trisphosphate receptor type 2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)
55297	Q05D28	Q05D28_HUMAN	CCDC91 protein (Fragment)
55297	Q7Z6B0	CCD91_HUMAN	Coiled-coil domain-containing protein 91 (GGA-binding partner) (p56 accessory protein)
11059	Q9H0M0	WWP1_HUMAN	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 6.3.2.-) (Atrophin-1-interacting protein 5) (AIP5) (TGIF-interacting ubiquitin ligase 1) (Tiul1) (WW domain-containing protein 1)
23597	Q9Y305	ACOT9_HUMAN	Acyl-coenzyme A thioesterase 9, mitochondrial (Acyl-CoA thioesterase 9) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 9)
10549	Q13162	PRDX4_HUMAN	Peroxiredoxin-4 (EC 1.11.1.15) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372)
10549	V9HW63	V9HW63_HUMAN	Epididymis secretory sperm binding protein Li 97n (Peroxiredoxin 4)
10212	O00148	DX39A_HUMAN	ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)
5585	Q16512	PKN1_HUMAN	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)
79002	Q9BQ61	CS043_HUMAN	Uncharacterized protein C19orf43
976	P48960	CD97_HUMAN	CD97 antigen (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: CD97 antigen subunit alpha; CD97 antigen subunit beta]
84292	Q9BRX9	WDR83_HUMAN	WD repeat domain-containing protein 83 (Mitogen-activated protein kinase organizer 1) (MAPK organizer 1)
10755	A8K2I7	A8K2I7_HUMAN	cDNA FLJ76072, highly similar to Homo sapiens GIPC PDZ domain containing family, member 1 (GIPC1), transcript variant 1, mRNA
10755	O14908	GIPC1_HUMAN	PDZ domain-containing protein GIPC1 (GAIP C-terminus-interacting protein) (RGS-GAIP-interacting protein) (RGS19-interacting protein 1) (Synectin) (Tax interaction protein 2) (TIP-2)
57213	Q5W111	SPRY7_HUMAN	SPRY domain-containing protein 7 (Chronic lymphocytic leukemia deletion region gene 6 protein) (CLL deletion region gene 6 protein)
84650	Q9BY08	EBPL_HUMAN	Emopamil-binding protein-like (Emopamil-binding-related protein)
540	B7ZLR4	B7ZLR4_HUMAN	ATP7B protein
540	E7ET55	E7ET55_HUMAN	WND/140 kDa
540	P35670	ATP7B_HUMAN	Copper-transporting ATPase 2 (EC 3.6.3.54) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa]
23091	A0PJJ2	A0PJJ2_HUMAN	ZC3H13 protein (Fragment)
23091	Q5T200	ZC3HD_HUMAN	Zinc finger CCCH domain-containing protein 13
57486	Q9BYT8	NEUL_HUMAN	Neurolysin, mitochondrial (EC 3.4.24.16) (Angiotensin-binding protein) (Microsomal endopeptidase) (MEP) (Mitochondrial oligopeptidase M) (Neurotensin endopeptidase)
64105	Q9BS16	CENPK_HUMAN	Centromere protein K (CENP-K) (Interphase centromere complex protein 37) (Protein AF-5alpha) (p33)
10133	Q96CV9	OPTN_HUMAN	Optineurin (E3-14.7K-interacting protein) (FIP-2) (Huntingtin yeast partner L) (Huntingtin-interacting protein 7) (HIP-7) (Huntingtin-interacting protein L) (NEMO-related protein) (Optic neuropathy-inducing protein) (Transcription factor IIIA-interacting protein) (TFIIIA-IntP)
80760	G5E9D8	G5E9D8_HUMAN	Inter-alpha (Globulin) inhibitor H5, isoform CRA_e (Inter-alpha-trypsin inhibitor heavy chain H5)
80760	Q86UX2	ITIH5_HUMAN	Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5)
80760	Q96JW9	Q96JW9_HUMAN	cDNA FLJ14925 fis, clone PLACE1008643, weakly similar to INTER-ALPHA-TRYPSIN INHIBITOR HEAVY CHAIN H2
466	P18846	ATF1_HUMAN	Cyclic AMP-dependent transcription factor ATF-1 (cAMP-dependent transcription factor ATF-1) (Activating transcription factor 1) (Protein TREB36)
10102	E5KS95	E5KS95_HUMAN	Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)
10102	P43897	EFTS_HUMAN	Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)
64333	Q9BRR9	RHG09_HUMAN	Rho GTPase-activating protein 9 (Rho-type GTPase-activating protein 9)
3071	P55160	NCKPL_HUMAN	Nck-associated protein 1-like (Hematopoietic protein 1) (Membrane-associated protein HEM-1)
4327	Q99542	MMP19_HUMAN	Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18)
5204	Q99471	PFD5_HUMAN	Prefoldin subunit 5 (C-Myc-binding protein Mm-1) (Myc modulator 1)
65244	Q86XZ4	SPAS2_HUMAN	Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)
29095	Q53FV1	ORML2_HUMAN	ORM1-like protein 2 (Adoplin-2)
3164	P22736	NR4A1_HUMAN	Nuclear receptor subfamily 4 group A member 1 (Early response protein NAK1) (Nuclear hormone receptor NUR/77) (Nur77) (Orphan nuclear receptor HMR) (Orphan nuclear receptor TR3) (ST-59) (Testicular receptor 3)
5153	B4DK72	B4DK72_HUMAN	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (cDNA FLJ53347, highly similar to Calcium/calmodulin-dependent 3',5'-cyclicnucleotide phosphodiesterase 1B (EC 3.1.4.17))
5153	Q01064	PDE1B_HUMAN	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (Cam-PDE 1B) (EC 3.1.4.17) (63 kDa Cam-PDE)
5153	Q7Z364	Q7Z364_HUMAN	Putative uncharacterized protein DKFZp686L23131 (cDNA FLJ54120, highly similar to Calcium/calmodulin-dependent 3',5'-cyclicnucleotide phosphodiesterase 1B (EC 3.1.4.17))
1017	B4DDL9	B4DDL9_HUMAN	cDNA FLJ54979, highly similar to Homo sapiens cyclin-dependent kinase 2 (CDK2), transcript variant 2, mRNA
1017	E7ESI2	E7ESI2_HUMAN	Cyclin-dependent kinase 2
1017	P24941	CDK2_HUMAN	Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase)
4035	Q07954	LRP1_HUMAN	Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]
4035	Q59FG2	Q59FG2_HUMAN	Low density lipoprotein-related protein 1 variant (Fragment)
3227	O43248	HXC11_HUMAN	Homeobox protein Hox-C11 (Homeobox protein Hox-3H)
60673	Q9BSB4	ATGA1_HUMAN	Autophagy-related protein 101
64375	Q9H2S9	IKZF4_HUMAN	Zinc finger protein Eos (Ikaros family zinc finger protein 4)
23583	Q53HV7	SMUG1_HUMAN	Single-strand selective monofunctional uracil DNA glycosylase (EC 3.2.2.-)
10376	P68363	TBA1B_HUMAN	Tubulin alpha-1B chain (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain)
25895	Q96AZ1	MT21B_HUMAN	Protein-lysine methyltransferase METTL21B (EC 2.1.1.-) (Hepatocellular carcinoma-associated antigen 557a) (Methyltransferase-like protein 21B)
55709	Q9NVX7	KBTB4_HUMAN	Kelch repeat and BTB domain-containing protein 4 (BTB and kelch domain-containing protein 4)
1757	A8K596	A8K596_HUMAN	cDNA FLJ75087, highly similar to Homo sapiens sarcosine dehydrogenase (SARDH), mRNA
1757	Q9UL12	SARDH_HUMAN	Sarcosine dehydrogenase, mitochondrial (SarDH) (EC 1.5.8.3) (BPR-2)
64756	A8MRA7	A8MRA7_HUMAN	ATP synthase mitochondrial F1 complex assembly factor 1
64756	I3L448	I3L448_HUMAN	ATP synthase mitochondrial F1 complex assembly factor 1
64756	Q5TC12	ATPF1_HUMAN	ATP synthase mitochondrial F1 complex assembly factor 1 (ATP11 homolog)
6491	B7ZLW5	B7ZLW5_HUMAN	STIL protein
6491	E9PSF2	E9PSF2_HUMAN	SCL-interrupting locus protein
6491	Q15468	STIL_HUMAN	SCL-interrupting locus protein (TAL-1-interrupting locus protein)
6491	Q7Z626	Q7Z626_HUMAN	STIL protein (Fragment)
55355	Q8NCD3	HJURP_HUMAN	Holliday junction recognition protein (14-3-3-associated AKT substrate) (Fetal liver-expressing gene 1 protein) (Up-regulated in lung cancer 9)
3598	Q14627	I13R2_HUMAN	Interleukin-13 receptor subunit alpha-2 (IL-13 receptor subunit alpha-2) (IL-13R subunit alpha-2) (IL-13R-alpha-2) (IL-13RA2) (Interleukin-13-binding protein) (CD antigen CD213a2)
1300	Q03692	COAA1_HUMAN	Collagen alpha-1(X) chain
262	A0A088AWN0	A0A088AWN0_HUMAN	cDNA FLJ52754, highly similar to S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50)
262	B4DZ60	B4DZ60_HUMAN	cDNA FLJ52467, highly similar to S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50)
262	F6R5I9	F6R5I9_HUMAN	S-adenosylmethionine decarboxylase proenzyme
262	P17707	DCAM_HUMAN	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]
262	Q5VXN5	Q5VXN5_HUMAN	S-adenosylmethionine decarboxylase proenzyme (cDNA FLJ59608, highly similar to S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50)) (cDNA, FLJ79370, highly similar to S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50))
262	Q6N0B2	Q6N0B2_HUMAN	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50)
29078	Q9P032	NDUF4_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa)
85015	Q70EL2	UBP45_HUMAN	Ubiquitin carboxyl-terminal hydrolase 45 (EC 3.4.19.12) (Deubiquitinating enzyme 45) (Ubiquitin thioesterase 45) (Ubiquitin-specific-processing protease 45)
9643	Q15014	MO4L2_HUMAN	Mortality factor 4-like protein 2 (MORF-related gene X protein) (Protein MSL3-2) (Transcription factor-like protein MRGX)
51209	Q9NP90	RAB9B_HUMAN	Ras-related protein Rab-9B (Rab-9-like protein) (Rab-9L)
203447	Q7Z2Y5	NRK_HUMAN	Nik-related protein kinase (EC 2.7.11.1)
139231	B0QYU2	B0QYU2_HUMAN	Chromosome X open reading frame 39, isoform CRA_b (cDNA FLJ33902 fis, clone CTONG2008343)
139231	Q6PEV8	F199X_HUMAN	Protein FAM199X
9367	P51151	RAB9A_HUMAN	Ras-related protein Rab-9A
79828	A8K7U3	A8K7U3_HUMAN	cDNA FLJ77788
79828	B3KW44	B3KW44_HUMAN	Methyltransferase-like protein 8 (Uncharacterized protein) (cDNA FLJ42098 fis, clone TESOP2006041, moderately similar to Methyltransferase-like protein 2 (EC 2.1.1.-))
79828	B4DLT0	B4DLT0_HUMAN	cDNA FLJ55922, moderately similar to Methyltransferase-like protein 2 (EC 2.1.1.-)
79809	A8KA77	A8KA77_HUMAN	cDNA FLJ78669, highly similar to Homo sapiens tetratricopeptide repeat domain 21B (TTC21B), mRNA
79809	Q7Z4L5	TT21B_HUMAN	Tetratricopeptide repeat protein 21B (TPR repeat protein 21B)
9111	Q13287	NMI_HUMAN	N-myc-interactor (Nmi) (N-myc and STAT interactor)
9111	Q8WTW2	Q8WTW2_HUMAN	N-myc (And STAT) interactor
7130	P98066	TSG6_HUMAN	Tumor necrosis factor-inducible gene 6 protein (Hyaluronate-binding protein) (TNF-stimulated gene 6 protein) (TSG-6) (Tumor necrosis factor alpha-induced protein 6) (TNF alpha-induced protein 6)
29994	Q9UIF8	BAZ2B_HUMAN	Bromodomain adjacent to zinc finger domain protein 2B (hWALp4)
206358	Q7Z2H8	S36A1_HUMAN	Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (hPAT1) (Solute carrier family 36 member 1)
